prev_tool,next_tool,lag,count
mcp__pd16dd1__update_issue,mcp__pd16dd1__get_issue,3,6
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_press_key,3,6
Bash,mcp__p964188__link_issues,3,6
mcp__p964188__get_issue_relations,WebFetch,3,6
mcp__pf3c76d__update_issue,Grep,3,6
mcp__pf3c76d__create_issue_comment,Agent,3,6
mcp__pd16dd1__get_branch_pipeline,mcp__pd16dd1__get_messenger_chats,3,6
Write,mcp__pd16dd1__get_merge_request_pipeline,3,6
Bash,mcp__p0c7e74__create_issue,3,6
Bash,mcp__p0c7e74__get_issues,3,6
Agent,mcp__pf3c76d__update_issue,3,6
Bash,mcp__p9846af__create_merge_request,3,6
mcp__p9846af__get_issues,Read,3,6
mcp__pd8e750__create_merge_request_comment,mcp__pd8e750__get_merge_request_discussions,3,6
Read,mcp__pd8e750__create_merge_request_comment,3,6
mcp__p11f8c4__create_issue,mcp__p11f8c4__get_meeting_transcript,3,6
TodoWrite,mcp__p11f8c4__update_sheet_cells,3,6
mcp__p11f8c4__update_sheet_cells,Bash,3,6
mcp__pf3c76d__search_meeting_notes,mcp__pf3c76d__get_meeting_transcript,3,6
mcp__p3a04ae__create_issue,ToolSearch,3,6
mcp__p3a04ae__update_issue,mcp__p3a04ae__update_issue,3,6
mcp__p3a04ae__update_issue,Read,3,6
mcp__p0f36b0__update_issue,Read,3,6
mcp__p1b45fc__update_sheet_cells,TaskUpdate,3,6
mcp__p1b45fc__update_sheet_cells,mcp__p1b45fc__read_sheet_data,3,6
mcp__p67cee4__search_meeting_notes,ToolSearch,3,5
mcp__pf1a3f9__get_issues,mcp__pf1a3f9__get_issues,3,5
Task,ToolSearch,3,5
mcp__p67cee4__get_messenger_chats,mcp__p67cee4__send_message,3,5
mcp__p67cee4__create_issue,mcp__p67cee4__update_sheet_cells,3,5
mcp__p67cee4__create_merge_request_comment,Read,3,5
mcp__p67cee4__create_merge_request_comment,Bash,3,5
mcp__p67cee4__get_merge_request_pipeline,Grep,3,5
mcp__p67cee4__create_merge_request_comment,mcp__p67cee4__get_merge_request_discussions,3,5
mcp__p67cee4__update_issue,TodoWrite,3,5
mcp__p7cbdd1__browser_click,Task,3,5
Edit,mcp__p7cbdd1__browser_console_messages,3,5
mcp__p67cee4__update_issue,Grep,3,5
mcp__p7cbdd1__browser_take_screenshot,Grep,3,5
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_take_screenshot,3,5
mcp__p7cbdd1__browser_take_screenshot,Read,3,5
Bash,mcp__p67cee4__get_merge_request_pipeline,3,5
ToolSearch,mcp__pd2ddfd__tabs_context_mcp,3,5
ToolSearch,mcp__p67cee4__search_meeting_notes,3,5
mcp__p67cee4__read_sheet_data,mcp__p67cee4__read_sheet_data,3,5
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_evaluate,3,5
KillShell,Bash,3,5
mcp__p7cbdd1__browser_press_key,Bash,3,5
mcp__p7cbdd1__browser_console_messages,Read,3,5
mcp__p7cbdd1__browser_take_screenshot,mcp__p7cbdd1__browser_click,3,5
mcp__p7cbdd1__browser_network_requests,Read,3,5
mcp__p67cee4__get_branch_pipeline,Bash,3,5
mcp__p7cbdd1__browser_console_messages,mcp__p7cbdd1__browser_evaluate,3,5
mcp__p7cbdd1__browser_wait_for,TodoWrite,3,5
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_close,3,5
mcp__p7cbdd1__browser_wait_for,Read,3,5
EnterPlanMode,AskUserQuestion,3,5
ToolSearch,mcp__p3b05f5__get_issues,3,5
Monitor,Write,3,5
TaskUpdate,Monitor,3,5
Read,mcp__pd2ddfd__tabs_context_mcp,3,5
WebSearch,Agent,3,5
mcp__pf3c76d__get_messenger_chats,Bash,3,5
mcp__pf3c76d__send_message,Bash,3,5
mcp__p7cbdd1__browser_close,mcp__p7cbdd1__browser_snapshot,3,5
Bash,mcp__p8f556d__get_merge_request_discussions,3,5
Bash,mcp__p325230__create_merge_request_comment,3,5
mcp__p7cbdd1__browser_close,Edit,3,5
ExitPlanMode,Grep,3,5
ExitPlanMode,AskUserQuestion,3,5
mcp__pf3c76d__send_message,Read,3,5
Bash,mcp__pf3c76d__send_message,3,5
mcp__p0c7e74__create_issue,Bash,3,5
Bash,mcp__pd8e750__create_merge_request,3,5
mcp__pd8e750__get_pipeline,Bash,3,5
mcp__pd8e750__create_merge_request_comment,Bash,3,5
WebFetch,TaskUpdate,3,5
mcp__p11f8c4__update_sheet_cells,WebSearch,3,5
WebSearch,mcp__p11f8c4__update_sheet_cells,3,5
mcp__p11f8c4__read_sheet_data,Bash,3,5
mcp__p67cee4__get_messenger_chats,Bash,3,5
mcp__p3a04ae__create_epic,mcp__p3a04ae__create_issue,3,5
Edit,mcp__pd2ddfd__tabs_context_mcp,3,5
ToolSearch,mcp__p3a04ae__update_issue,3,5
mcp__p3a04ae__update_issue,Edit,3,5
mcp__p3a04ae__create_issue_comment,Edit,3,5
mcp__p3a04ae__create_issue,Read,3,5
WebFetch,Agent,3,5
mcp__p3a04ae__update_issue,ToolSearch,3,5
TaskCreate,mcp__p1b45fc__update_sheet_cells,3,5
mcp__p1b45fc__send_message,mcp__p1b45fc__send_message,3,5
